DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY,VALUE(USD),UNIT PRICE,Seller Group,Buyer Group,Spare/Unit/Others,product,model,category,type,Manufacturer,YOM,Height (ft),Battery/Diesel,Imp Companies,Relevancy
2023/06/08,8495392460,84272000,Engineering,SELF-PROPELLED SCISSOR LIFT GTJZ1012,INDIA,ELECTROMECH INFRASTRUCTURE EQUIPMENT PRIVATE LIMIT,NHAVA SHEVA SEA (INNSA1),CHINA,HUNAN SINOBOOM INTELLIGENT EQUIPMENT CO LTD,SHEKOU,NOS,1,"11,189 ","11,189 ",,,Unit,AWP,GTJZ101,SCISSOR,NEW,SINOBOOM,,,,IMP,
2023/06/08,8495392460,84272000,Machinery and Mechanical Appliances,SELF-PROPELLED SCISSOR LIFT GTJZ1012,INDIA,ELECTROMECH INFRASTRUCTURE EQUIPMENT PRIVATE LIMIT,NHAVA SHEVA SEA (INNSA1),CHINA,SINOBOOM,SHEKOU,NOS,1,"11,189 ","11,189 ",,,Unit,AWP,GTJZ1012,SCISSOR,New,SINOBOOM,,,,IMP,
2023/08/14,23410300IM00085182,842890909000,Engineering,SELFPROPELLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023E04034,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,ZHEJIANG DINGLI MACHINE CO LTD,,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/08/14,23410300IM00085182,842890909000,Engineering,SELFPROPELLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023E04033,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,ZHEJIANG DINGLI MACHINE CO LTD,,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/08/03,23410300IM00081059,842890909000,Engineering,SELFPROPELLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023D03769,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,ZHEJIANG DINGLI MACHINE CO LTD,,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/08/03,23410300IM00081059,842890909000,Engineering,SELFPROPELLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023E04031,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,ZHEJIANG DINGLI MACHINE CO LTD,,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/08/01,23410300IM00079731,842890909000,Engineering,SELFPROPELLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023E04051,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,ZHEJIANG DINGLI MACHINE CO LTD,,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/26,23410300IM00078405,842890909000,Engineering,SELFPROPELLLED SCISSOR LIFTS (JCPT1212HA) SERIES NO: JPHA023D03495,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/21,23410300IM00075206,842890909000,Engineering,SELFPROPELLLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023D03761,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/19,23410300IM00075179,842890909000,Engineering,SELFPROPELLLED SCISSOR LIFT (JCPT1212HA) SERIES NO: JPHA023D03766,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/11,23410300IM00070755,842890909000,Engineering,SELFPROPELLED SCISSOR LIFTS (JCPT1212HA) SERIES NO: JPHA023D03762,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/11,23410300IM00070779,842890909000,Engineering,SELFPROPELLED SCISSOR LIFTS (JCPT1212HA) SERIES NO: JPHA023D03763,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/11,23410300IM00070767,842890909000,Engineering,SELFPROPELLLED SCISSOR LIFTS (JCPT1212HA) SERIES NO: JPHA023D03491,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/06,23410300IM00069769,842890909000,Engineering,SELFPROPELLED SCISSOR LIFTS (JCPT1212HA) SERIES NO: JPHA023D03494,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/06,23410300IM00069769,842890909000,Engineering,SELFPROPELLLED SCISSOR LIFTS (JCPT1212HA) SERIES NO: JPHA023E04030,INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2023/07/05,23410300IM00067633,842890909000,Engineering,SELFPROPELLED SCISSOR LIFTS (JCPT1212HA) (SERIAL NO: JPHA023D03490),INDIA,MAK SER MAKINA AUTOMOTIVE ELECTRIC AND ELECTRONIC INDUSTRY AND TRADE LIMITED,DERINCE,CHINA,"ZHEJIANG DINGLI MACHINERY CO.,",,NOS,  1 ,"11,200 ","11,200 ",DINGLI,,Unit,AWP,JCPT1212HA,SCISSOR,NEW,DINGLI,,  39 ,diesel,IMP,
2021/03/04,1010665153,84289090,Engineering,USED GENIE S85 4X4 BOOM LIFT S/N : S852442 ,INDIA,VRS CRANES & SERVICES,NHAVA SHEVA SEA (INNSA1),UNITED STATES,MMW EQUIPMENTS L.L.C,JEBEL ALI,NOS,1,"11,208 ","11,208 ",,,Unit,AWP,S85,TELESCOPIC BOOM LIFT,Used,TEREX,,  92 ,diesel,IMP,
2023/11/20,219572922,84281019,Machinery and Mechanical Appliances,USED GENIE GS5390 4X4 SCISSOR LIFT (SN:GS9040736) (YOM-2002) WITH STANDARD ACCESSORIES,INDIA,LOYAL SAFE WORKS,GARHI HARSARU - GURGAON ICD (INGHR6),UNITED ARAB EMIRATES,RITCHIE BROS AUCTIONEERS,JEBEL ALI,UNT,1,"11,242 ","11,242 ",,,Unit,AWP,GS5390,SCISSOR,Used,TEREX,2002,  60 ,diesel,IMP,
2025/01/06,3697944058,84289090,Machinery and Mechanical Appliances,SELF-PROPELLED ELECTRIC SCISSOR LIFT 1212N-SERIAL NO.: 0107901265SELF-PROPELLED ELECTRIC SCISSOR LIFT 1212N-SERIAL NO.: 01079,INDIA,CUBE ENGINEERING,CHENNAI SEA (INMAA1),CHINA,SINOBOOM,SHEKOU,NOS,1,"11,250 ","11,250 ",,,Unit,AWP,1212N,SCISSOR,New,SINOBOOM,,  46 ,Hybrid,IMP,
2025/01/06,3697944058,84289090,Machinery and Mechanical Appliances,SELF-PROPELLED ELECTRIC SCISSOR LIFT 1212N-SERIAL NO.: 0107901265SELF-PROPELLED ELECTRIC SCISSOR LIFT 1212N-SERIAL NO.: 01079,INDIA,CUBE ENGINEERING,CHENNAI SEA (INMAA1),CHINA,HUNAN SINOBOOM INTELLIGENT EQUIPMENT CO LTD,SHEKOU,NOS,1,"11,250 ","11,250 ",,,Unit,AWP,1212N,SCISSOR,UNKNOWN,SINOBOOM,,  46 ,Hybrid,IMP,
2022/07/01,1109275047,84281019,Engineering,USED ARTICULATED DIESEL LIFT\ MODEL: Z60/34\ S.NO: Z60-2981\YOM:2000\COUNTRY OF ORGIN:USA\(INVNO:RA/100322/GENIE/Z60/207 ,INDIA,SS RISE EQUIPMENTS,HYDERABAD ICD (INSNF6),QATAR,DOHA PETROLIUM CONSTRUCTIONS CO.LTD,,NOS,1,"11,285 ","11,285 ",,,Unit,AWP,Z60/34,ARTICULATING BOOM,Used,TEREX,,,,IMP,
2023/04/07,7852771870,84289090,Engineering,USED JLG\ MODEL: 860SJ\ ECODE: 86JX/149\ SR# 0300126117\ YOM: 2007 ( PLATFORM HT:86FT\ LIFT CAPACITY:227 KGS) BOOM LIFT,INDIA,SRI ACCESS EQUIPMENT RENTALS,NHAVA SHEVA SEA (INNSA1),UNITED ARAB EMIRATES,RAPID ACCESS LLC,JEBEL ALI,NOS,1,"11,330 ","11,330 ",,,Unit,AWP,860SJ,TELESCOPIC BOOM LIFT,Used,JLG ,2007,  86 ,diesel,IMP,
2021/09/24,1602471367,84281019,Engineering,HAULOTTE ELECTRIC SCISSOR LIFT - COMPACT 8 ELECTRIC SLIM SCISSOR LIFT 8M WORKING HEIGHT (S/N:2099482) ,INDIA,GEMINI POWER HYDRAULICS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,HAULETTE SINGAPORE PTE LTD,,UNT,1,"11,359 ","11,359 ",,,Unit,AWP,COMPACT8,SCISSOR,NEW,HAULOTEE,,  26 ,Battery,IMP,
2023/07/24,3751521190,84289090,Engineering,USED BOOM LIFT JLG MODEL:E450AJ SERIAL NO:0300069667\ YEAR:2003,INDIA,SUN LIFTERS,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,NOS,  1 ,"11,377 ","11,377 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2003,  45 ,Battery,IMP,
2023/07/24,3751521189,84289090,Engineering,USED BOOM LIFT JLG MODEL:E450AJ SERIAL NO:0300074057\ YEAR:2004,INDIA,SUN LIFTERS,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,NOS,  1 ,"11,377 ","11,377 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2004,  45 ,Battery,IMP,
2023/07/24,3751521190,84289090,Machinery and Mechanical Appliances,USED BOOM LIFT JLG MODEL:E450AJ SERIAL NO:0300069667\ YEAR:2003,INDIA,SUN LIFTERS,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,UNT,1,"11,377 ","11,377 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2003,  45 ,Battery,IMP,
2023/07/24,3751521189,84289090,Machinery and Mechanical Appliances,USED BOOM LIFT JLG MODEL:E450AJ SERIAL NO:0300074057\ YEAR:2004,INDIA,SUN LIFTERS,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,UNT,1,"11,377 ","11,377 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2004,  45 ,Battery,IMP,
2022/04/19,1059651833,84289090,Engineering,ONE SET OF ZS1012DC-LI ZOOMLION ELECTRIC SCISSOR LIFT WITH STANDARD ACCESORIES VIN NO. 0775500100M010054 ,INDIA,ZOOMLION INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),CHINA,ZOOMLION HEAVY INDUSTRY SCIENCE&TECHNOLOGY CO,,NOS,1,"11,385 ","11,385 ",,,Unit,AWP,ZS1012DC,SCISSOR,NEW,ZOOMLION,,  39 ,Battery,IMP,
2023/07/08,3751172721,84281019,Machinery and Mechanical Appliances,USED JLG BOOM LIFT. ( MODEL JLG80HX) ( SR NO.0300061360),INDIA,CONCEPT ENGINEERING,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,KLANG,UNT,1,"11,427 ","11,427 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2023/07/08,3751173038,84281019,Machinery and Mechanical Appliances,USED JLG BOOM LIFT. ( MODEL JLG80HX+6) ( SE NO.0300060362),INDIA,CONCEPT ENGINEERING,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,KLANG,UNT,1,"11,427 ","11,427 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2023/07/08,3751173038,84281019,Engineering,USED JLG BOOM LIFT. ( MODEL JLG80HX+6) ( SE NO.0300060362),INDIA,CONCEPT ENGINEERING,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,KLANG,NOS,  1 ,"11,427 ","11,427 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2023/07/08,3751172721,84281019,Engineering,USED JLG BOOM LIFT. ( MODEL JLG80HX) ( SR NO.0300061360),INDIA,CONCEPT ENGINEERING,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,KLANG,NOS,  1 ,"11,427 ","11,427 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2024/10/15,9859972404,84289090,Machinery and Mechanical Appliances,ZOOMLION SCISSOR LIFT ZS1212HD-LI SERIAL NUMBER: 0775600000R010207,INDIA,ZOOMLION INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,ZOOMLION,SHANGHAI,NOS,1,"11,441 ","11,441 ",,,Unit,AWP,ZS1212,SCISSOR,New,ZOOMLION,,  45 ,Battery,IMP,
2024/03/31,1420259850,84289090,Machinery and Mechanical Appliances,USED BOOM LIFT MODEL : 80HX +6 (JLG) S/N 0300057555,INDIA,NATHAN RENTAL & SERVICES,CHENNAI SEA (INMAA1),SINGAPORE,KALI RENTAL SERVICES,SINGAPORE,UNT,1,"11,452 ","11,452 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2021/05/05,1058005901,84281019,Engineering,HAULOTTE ELECTRIC SCISSOR LIFT - OPTIMUM8 (S/N:2090836) ,INDIA,GEMINI POWER HYDRAULICS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,HAULETTE SINGAPORE PTE LTD,SHANGHAI,UNT,1,"11,473 ","11,473 ",,,Unit,AWP,OPTIMUM8,SCISSOR,NEW,HAULOTEE,,,,IMP,
2021/05/05,1063595608,84281019,Engineering,HAULOTTE ELECTRIC SCISSOR LIFT - OPTIMUM8 (S/N:2090835) ,INDIA,GEMINI POWER HYDRAULICS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,HAULETTE SINGAPORE PTE LTD,SHANGHAI,UNT,1,"11,473 ","11,473 ",,,Unit,AWP,OPTIMUM8,SCISSOR,NEW,HAULOTEE,,,,IMP,
2024/09/16,7992057128,84289090,Machinery and Mechanical Appliances,USED TELESCOPIC BOOM LIFTS(BRAND : JLG)(MODEL: 600S)(YOM:2004)(SERIAL NO:0300141754),INDIA,OM GANAPATHI CRANE SERVICE,CHENNAI SEA (INMAA1),CHINA,HUBEI CAMILLA TRADING CO LTD,SHANGHAI,NOS,1,"11,500 ","11,500 ",,,Unit,AWP,600S,TELESCOPIC BOOM LIFT,Used,JLG ,2004,  60 ,diesel,IMP,
2022/06/21,1001231964,84271000,Engineering,ZOOMILION SCISSOR LIFT (ZS1012HD-LI)(SERIAL NO:0775500000M010251) ,INDIA,TVS MOBILITY PRIVATE LIMITED,CHENNAI SEA (INMAA1),CHINA,ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHONOLOGY CO,,UNT,1,"11,500 ","11,500 ",,,Unit,AWP,ZS1012HD,SCISSOR,NEW,ZOOMLION,,  39 ,Battery,IMP,
2023/09/01,3459719002,84289090,Machinery and Mechanical Appliances,USED SCISSOR LIFT JLG 500RTS SR.NO.0200094153 YEAR2001 WEIGHT 8777 KGS,INDIA,M M HIRING,NHAVA SHEVA SEA (INNSA1),PORTUGAL,ALI LADHA UNIPESSOAL LDA,SOHAR,NOS,1,"11,508 ","11,508 ",,,Unit,AWP,500RTS,SCISSOR,Used,JLG ,,,,IMP,
2023/09/01,3459719003,84289090,Machinery and Mechanical Appliances,USED SCISSOR LIFT JLG 500RTS SR.NO.0200094256 YEAR2001 WEIGHT8759 KGS,INDIA,M M HIRING,NHAVA SHEVA SEA (INNSA1),PORTUGAL,ALI LADHA UNIPESSOAL LDA,SOHAR,UNT,1,"11,508 ","11,508 ",,,Unit,AWP,500RTS,SCISSOR,Used,JLG ,,,,IMP,
2023/09/01,3459719001,84289090,Machinery and Mechanical Appliances,USED SCISSOR LIFT JLG 500RTS SR\NO.0200092717 YEAR 2001 WEIGHT8714 KGS,INDIA,M M HIRING,NHAVA SHEVA SEA (INNSA1),PORTUGAL,ALI LADHA UNIPESSOAL LDA,SOHAR,UNT,1,"11,508 ","11,508 ",,,Unit,AWP,500RTS,SCISSOR,Used,JLG ,,,,IMP,
2024/01/17,9201911481,84289090,Machinery and Mechanical Appliances,USED 20 MTR BOOM LIFT DIESEL\ GENIE S60\ SN: S6007-16260(BD203),INDIA,CRANE,CHENNAI SEA (INMAA1),UNITED ARAB EMIRATES,SAFELIFT,JEBEL ALI,NOS,1,"11,547 ","11,547 ",,,Unit,AWP,S60,BOOM OTHERS,Used,TEREX,,  67 ,diesel,IMP,
2021/05/05,1021830851,84281019,Engineering,SECOND HAND JLG 460SJ 4X4 BOOM LIFT YOM 2004 S/N 0300080191/DUETZ 3 CYL OTHER DETAILS AS PER INVOICE ,INDIA,KEDIA IMPEX,MUNDRA (INMUN1),UNITED STATES,RITCHI BROS AUCTIONEERS,JEBEL ALI,SET,1,"11,592 ","11,592 ",,,Unit,AWP,460SJC,TELESCOPIC BOOM LIFT,NEW,JLG ,2004,  46 ,diesel,IMP,
2021/05/05,1143522939,84281019,Engineering,SECOND HAND JLG 460SJ 4X4 BOOM LIFT YOM 2007 S/N 0300109884/DUETZ 3 CYL OTHER DETAILS AS PER INVOICE ,INDIA,KEDIA IMPEX,MUNDRA (INMUN1),UNITED STATES,RITCHI BROS AUCTIONEERS,JEBEL ALI,SET,1,"11,592 ","11,592 ",,,Unit,AWP,460SJC,TELESCOPIC BOOM LIFT,NEW,JLG ,2007,  46 ,diesel,IMP,
2024/09/03,7989983331,84279000,Machinery and Mechanical Appliances,JLG LIGHT WEIGHT ELECTRIC SCISSOR LIFT ES1530L SR NO. B200095944 - AS PER INVOICE,INDIA,SUDHIR POWER LIMITED,NHAVA SHEVA SEA (INNSA1),NETHERLANDS,JLG,TIANJINXINGANG,NOS,1,"11,600 ","11,600 ",,,Unit,AWP,ES1530L,SCISSOR,New,JLG ,,  15 ,Battery,IMP,
2024/10/22,9859804486,84289090,Machinery and Mechanical Appliances,ONE UNIT USED GENIE S-65 TELESCOPIC BOOM LIFT SERIAL NO. S608379 YOM 2002 WITH ACCESSORIES,INDIA,ZEELAND CRANES,NHAVA SHEVA SEA (INNSA1),UNITED KINGDOM,MKR EQUIPMENT LLC,VANCOUVER,UNT,1,"11,604 ","11,604 ",,,Unit,AWP,S65,TELESCOPIC BOOM LIFT,Used,TEREX,2002,  72 ,diesel,IMP,
2021/05/25,1083670389,84289090,Engineering,USED BOOM LIFT JLG 600S 4 X 4(S/N:0300040916) YEAR :1999 ,INDIA,GUHAN INFRA BUILD,CHENNAI SEA (INMAA1),UNITED STATES,RITCHI BROS AUCTIONEERS,,NOS,1,"11,615 ","11,615 ",,,Unit,AWP,600S,TELESCOPIC BOOM LIFT,Used,JLG ,1999,  60 ,diesel,IMP,
2024/10/29,9859246381,84289090,Machinery and Mechanical Appliances,USED JLG BOOM LIFT\ MODEL NO.M450AJ\ SERIAL NO:0300077517\YOM:-2004,INDIA,BHARATI EQUIPMENTS,NHAVA SHEVA SEA (INNSA1),UNITED ARAB EMIRATES,CHERRY PICKERS EQUIPMENTS LLC,HELSINGBORG,NOS,1,"11,618 ","11,618 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2004,  45 ,Battery,IMP,
2023/07/13,3751279151,84289090,Engineering,USED JLG BOOM LIFT MODEL : JLG 80HX; SERIAL NO. 0300033023;YEAR : 1999,INDIA,BIG C EQUIPMENT HIRING SOLUTIONS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,NOS,  1 ,"11,629 ","11,629 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2023/07/13,3751279150,84289090,Engineering,USED JLG BOOM LIFT MODEL : JLG 80HX; SERIAL NO. 0300032450;YEAR : 1999,INDIA,BIG C EQUIPMENT HIRING SOLUTIONS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,NOS,  1 ,"11,629 ","11,629 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2025/02/22,651132238,84289090,Machinery and Mechanical Appliances,USED BOOM LIFT MODEL:JLG M450AJ / SERIAL NO.0300063732 / YOM:2001 / COUNTRY OF ORIGIN : U.S.A..,INDIA,RG ENGINEERING SOLUTIONS,NHAVA SHEVA SEA (INNSA1),UNITED ARAB EMIRATES,CHERRY PICKERS EQUIPMENTS LLC,HONG KONG,UNT,1,"11,629 ","11,629 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2001,  45 ,Battery,IMP,
2025/02/22,651132235,84289090,Machinery and Mechanical Appliances,USED BOOM LIFT MODEL:JLG E450AJ / SERIAL NO.0300071834 / YOM:2003 / COUNTRY OF ORIGIN:U.S.A.,INDIA,RG ENGINEERING SOLUTIONS,NHAVA SHEVA SEA (INNSA1),UNITED ARAB EMIRATES,CHERRY PICKERS EQUIPMENTS LLC,HONG KONG,UNT,1,"11,629 ","11,629 ",,,Unit,AWP,E450AJ,BOOM OTHERS,Used,JLG ,2003,  45 ,Battery,IMP,
2023/07/13,3751279150,84289090,Machinery and Mechanical Appliances,USED JLG BOOM LIFT MODEL : JLG 80HX; SERIAL NO. 0300032450;YEAR : 1999,INDIA,BIG C EQUIPMENT HIRING SOLUTIONS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,UNT,1,"11,629 ","11,629 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2023/07/13,3751279151,84289090,Machinery and Mechanical Appliances,USED JLG BOOM LIFT MODEL : JLG 80HX; SERIAL NO. 0300033023;YEAR : 1999,INDIA,BIG C EQUIPMENT HIRING SOLUTIONS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),VIETNAM,BARNSBURRY ENGINEERING S VIETNAM,HONG KONG,UNT,1,"11,629 ","11,629 ",,,Unit,AWP,80HX,BOOM OTHERS,Used,JLG ,,,,IMP,
2024/07/07,1098114129,84289090,Machinery and Mechanical Appliances,ONE UNIT USED JLG 3246ES SCISSOR LIFT S/N 200265076 YOM 2017WITH ACCESSORIES,INDIA,D S GROUP,NHAVA SHEVA SEA (INNSA1),CZECH REPUBLIC,B & M INTERNATIONAL DEVLOPMENT S R O,HAMBURG,UNT,1,"11,630 ","11,630 ",,,Unit,AWP,3246ES,SCISSOR,Used,JLG ,2017,,,IMP,
2024/07/07,1098114128,84289090,Machinery and Mechanical Appliances,ONE UNIT USED JLG 3246ES SCISSOR LIFT S/N 200265078 YOM 2017WITH ACCESSORIES,INDIA,D S GROUP,NHAVA SHEVA SEA (INNSA1),CZECH REPUBLIC,B & M INTERNATIONAL DEVLOPMENT S R O,HAMBURG,NOS,1,"11,630 ","11,630 ",,,Unit,AWP,3246ES,SCISSOR,Used,JLG ,2017,,,IMP,
2023/11/18,219571218,84281019,Machinery and Mechanical Appliances,USED GENIE Z-80/60 4WD ARTICULATING BOOM LIFT (SN.Z8007-1315) (YOM-2007) WITH STANDARD ACCESSORIES,INDIA,LOYAL SAFE WORKS,GARHI HARSARU - GURGAON ICD (INGHR6),UNITED STATES,RITCHI BROS AUCTIONEERS,NORFOLK,NOS,1,"11,637 ","11,637 ",,,Unit,AWP,Z80,ARTICULATING BOOM,Used,TEREX,,,,IMP,
2023/11/06,219550723,84281019,Machinery and Mechanical Appliances,USED GENIE Z-80/60 4WD ARTICULATING BOOM LIFT (SN.Z8007-1315) (YOM-2007) WITH STANDARD ACCESSORIES,INDIA,LOYAL SAFE WORKS,GARHI HARSARU - GURGAON ICD (INGHR6),UNITED STATES,RITCHI BROS AUCTIONEERS,HOUSTON,UNT,1,"11,637 ","11,637 ",,,Unit,AWP,Z80,ARTICULATING BOOM,Used,TEREX,,,,IMP,
2025/02/19,652357962,84289090,Machinery and Mechanical Appliances,USED JLG BOOM LIFT - MODEL:800A - SERIAL NO:0300050201 - YEAR:2009USED JLG BOOM LIFT,INDIA,VS RENTAL & SERVICING,CHENNAI SEA (INMAA1),SINGAPORE,VS RENTAL AND SERVICING,SINGAPORE,NOS,1,"11,688 ","11,688 ",,,Unit,AWP,800AJ,BOOM OTHERS,Used,JLG ,2009,  80 ,diesel,IMP,
