date,shipment_id,hs_code,industry,product_description,buyer_country,buyer,destination_port,seller_country,seller,origin_port,unit,quantity,value_usd,unit_price
29-03-2025,6305281043,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOC,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"11,000","$32,560.25",$2.96
29-03-2025,6305281042,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOC,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"6,500","$19,240.14",$2.96
29-03-2025,6305281041,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOC,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"6,500","$19,240.14",$2.96
29-03-2025,6305281040,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOC,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,000","$8,880.06",$2.96
29-03-2025,6305281039,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOC,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,000","$8,880.06",$2.96
29-03-2025,6305281038,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 ( CONSTANT VELOC,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"1,500","$4,440.03",$2.96
29-03-2025,6305281037,87085000,Vehicles,CASSETTE I-B-CVJ2502-010 EBJ92MK19-24*D803 ( CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS )CASSETTE I-B-CVJ2502-010 EBJ92MK19-24*D803 ( CONSTANT VELOCI,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,299","$11,145.17",$3.38
29-03-2025,6305281036,87085000,Vehicles,CASSETTE I-B-CVJ2501-016 EBJ92MK19-24*D803 (CONSTANT VELOCITY UNIVERSAL JOINT PARTS0 (FOR CARS)CASSETTE I-B-CVJ2501-016 EBJ92MK19-24*D803 (CONSTANT VELOCIT,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,273,$922.29,$3.38
29-03-2025,6304059285,84831099,Machinery and Mechanical Appliances,565954 SYNCHRONOUS UNIVERSAL JOINT\ MMAX 250 DEG.,INDIA,SRF LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,BRUCKNER SERVTEC GMBH,,PCS,1,$769.15,$769.16
29-03-2025,6304059286,84831099,Machinery and Mechanical Appliances,581279 SYNCHRONOUS UNIVERSAL JOINT\ MMAX 250 DEG. 565954 SYNCHRONOUS UNIVERSAL JOINT\ MMAX 250 DEG.,INDIA,SRF LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,BRUCKNER SERVTEC GMBH,,PCS,1,$808.77,$808.78
29-03-2025,6305221477,84831099,Machinery and Mechanical Appliances,UNIVERSAL JOINT L1417 (81.1963.10) (PART NO.Z9049001087) (PARTS OF CRANE)CARDEN SHAFT TRANSMISSION,INDIA,TIL LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,KESSLER & CO GMBH,LEIPZIG,PCS,2,"$2,128.73","$1,064.37"
29-03-2025,6305217244,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325V2(OR LESS 100MM BORE)(CONSTANT VELOCITY UNIVERSAL JOINT PARBALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,38,$217.71,$5.73
29-03-2025,6305217241,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325V2 (OR LESS 100MM BORE) ( CONSTANT VELOCITY UNIVERSAL JOINTBALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"8,782","$50,314.92",$5.73
29-03-2025,6305217240,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325V2 (OR LESS 100MM BORE) ( CONSTANT VELOCITY UNIVERSAL JOINTBALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,840","$22,000.60",$5.73
29-03-2025,6305217239,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325V2 (OR LESS 100MM BORE) ( CONSTANT VELOCITY UNIVERSAL JOINTBALL BEARING I-B-CVJ2502-017 2TS2-SC08B28LLSA X4CM30PX1/L325,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"2,304","$13,200.36",$5.73
29-03-2025,6305217238,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2501-004 2TS2-SC08B28LLSA X4CM30PX1/L325V2 (OR LESS 100MM BORE) ( CONSTANT VELOCITY UNIVERSAL JOINTBALL BEARING I-B-CVJ2501-004 2TS2-SC08B28LLSA X4CM30PX1/L325,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,145,$830.75,$5.73
29-03-2025,6301617482,82055990,Metals,UNIVERSAL JOINT CAHA1254 (HAND TOOL) UNIVERSAL JOINT CAHA1254 (SPARE PARTS FOR AIR TOOL),INDIA,TECHNO PERFECTO ENGINEERING CO,DELHI AIR CARGO (INDEL4),TAIWAN,ROTOR MACHINERY INDUSTRIAL CO LTD,TAIPEI,PCS,160,$249.92,$1.56
28-03-2025,1807867835,87089900,Vehicles,TC222-18264 JOINT\UNIVERSAL SPARE PARTS FOR KUBOTA AGRICULTURAL MACHINERY,INDIA,ESCORTS KUBOTA LIMITED,JM FTZ SEZ/MANNUR (INCJJ6),JAPAN,KUBOTOA CORPORATION,TOKYO,PCS,1,$29.55,$29.55
28-03-2025,6305573646,87089900,Vehicles,UNIVERSAL JOINT DISC (AUTO PARTS),INDIA,RADHA VALLABH FASHIONS PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),SINGAPORE,BHAVVISHYAA PRIVATE LIMITED,NANSHA,PCS,10,$10.11,$1.01
28-03-2025,6304056346,84836010,Machinery and Mechanical Appliances,UNIVERSAL JOINTS PHE UJMA50,INDIA,SKF INDIA LIMITED,BOMBAY AIR CARGO (INBOM4),SWEDEN,SKF DISTRIBUTION SHANGHAI CO LTD,PADANG,NOS,1,$24.26,$24.26
28-03-2025,6303961813,82042000,Metals,KEN5824160K - UNIVERSAL JOINT 1/4 SQ DR - (FOR INDUSTRIALUSE) (TW)KEN5824160K - UNIVERSAL JOINT 1/4 SQ DR - (FOR INDUSTRIAL,INDIA,CROMWELL INDUSTRIAL SUPPLIES PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),UNITED KINGDOM,CROMWELL TOOLS LIMITED,LONDON,PCS,2,$3.91,$1.96
28-03-2025,6305221476,84831099,Machinery and Mechanical Appliances,MECHANICS-SHAFTS 7364100167 TO DRAWING E6294101528 (PARTS OFCRANE)CARDEN SHAFT TRANSMISSION,INDIA,TIL LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED KINGDOM,EURO DRIVESHAFTS & HYDRAULICS,GLASGOW,NOS,2,"$1,214.99",$607.50
28-03-2025,6305221475,84831099,Machinery and Mechanical Appliances,MECHANICS-SHAFTS 7364100166 TO DRAWING DVP6294101527S01 (PARTS OF CRANE)CARDEN SHAFT TRANSMISSION,INDIA,TIL LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED KINGDOM,EURO DRIVESHAFTS & HYDRAULICS,GLASGOW,NOS,4,"$2,392.39",$598.10
27-03-2025,1808024421,90189029,Engineering,259807460 UNIVERSAL STEM INSERT HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,$210.69,$210.69
27-03-2025,1807964725,90189023,Engineering,257000000 SUMMIT UNIVERSAL BROACH HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,"$1,002.63","$1,002.64"
27-03-2025,1807953300,90189029,Engineering,259807460 UNIVERSAL STEM INSERT HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,$210.69,$210.69
27-03-2025,1807953190,90189023,Engineering,257000000 SUMMIT UNIVERSAL BROACH HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,"$1,002.63","$1,002.64"
27-03-2025,1807950187,90189029,Engineering,259807460 UNIVERSAL STEM INSERT HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,$210.69,$210.69
27-03-2025,1807949526,90189023,Engineering,257000000 SUMMIT UNIVERSAL BROACH HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,"$1,002.63","$1,002.64"
27-03-2025,6303954223,73269099,Iron and Steel,16644A IMPACT UNIVERSAL JOINTS (STANDARD COMPONENTS FOR PRESS DIE AND PLASTIC MOLD)16644A IMPACT UNIVERSAL JOINTS (STANDARD COMPONENTS FOR PRES,INDIA,MISUMI INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),JAPAN,MISUMI CORPORATION,TOKYO,NOS,12,$221.14,$18.43
27-03-2025,6305296669,87089900,Vehicles,27110-83C00 FLANGE COMP\UNIVERSAL JOINT (COMPONENTS AS CAPTIVE CONSUMPTION\ FOR AUTOMOBILE)27110-83C00 FLANGE COMP\UNIVERSAL JOINT (COMPONENTS AS CAPT,INDIA,MARUTI SUZUKI INDIA LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,SUZUKU MOTOR CORPORATION,SHIMIZU,NOS,972,"$1,809.82",$1.86
27-03-2025,6304185549,90189029,Engineering,SHORT FIXED UNIVERSAL TRILOBE DRIVER INSTRUMENT FOR JOINT REPLACEMENT,INDIA,LINVATEC INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),UNITED STATES,CONMED MILFORD,DUBAI,PCS,2,$639.45,$319.73
27-03-2025,6305282717,87085000,Vehicles,374110K02000 SPIDER\ UNIVERSAL JOINT TOYOTA COMPOINENT PARTS FOR MODEL,INDIA,TOYOTA KIRLOSKAR AUTO PARTS PRIVATE LIMITED,KATTUPALLI (INKAT1),SINGAPORE,TOYOTA MOTOR ASIA SINGAPORE PTE LTD,MANILA,PCS,"12,600","$33,499.34",$2.66
27-03-2025,6305282716,87085000,Vehicles,374020K04000 BEARING SUB-ASSY\ UNIVERSAL JOINT SPIDER TOYOTA COMPOINENT PARTS FOR MODEL,INDIA,TOYOTA KIRLOSKAR AUTO PARTS PRIVATE LIMITED,KATTUPALLI (INKAT1),SINGAPORE,TOYOTA MOTOR ASIA SINGAPORE PTE LTD,MANILA,PCS,"50,382","$57,623.56",$1.14
27-03-2025,6305282260,87085000,Vehicles,27110-83C00 FLANGE COMP\UNIVERSAL JOINT (COMPONENTS AS CAPTIVE CONSUMPTION\ FOR AUTOMOBILE)27110-83C00 FLANGE COMP\UNIVERSAL JOINT (COMPONENTS AS CAPT,INDIA,MARUTI SUZUKI INDIA LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,SUZUKU MOTOR CORPORATION,SHIMIZU,NOS,396,$737.89,$1.86
27-03-2025,6304059401,84831099,Machinery and Mechanical Appliances,164005 UNIVERSAL JOINT SHAFT (PARTS FOR TEXTILE MACHINERY),INDIA,RIETER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SWITZERLAND,RIETER,EINDHOVEN,NOS,2,"$1,271.23",$635.62
27-03-2025,6304056380,84836020,Machinery and Mechanical Appliances,B770906 UNIVERSAL JOINT:M.FERRI 03GD-SGOD10 (ITEM 30)(PARTSFOR PHARMACEUTICAL PACKING MACHINE)B770906 UNIVERSAL JOINT:M.FERRI 03GD-SGOD10 (ITEM 30)(PARTS,INDIA,IMA-PG INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),ITALY,IMA INDUSTRIE MACCHINE,MILAN,PCS,12,$994.70,$82.89
27-03-2025,6305217700,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT SEAL - SIZE 32.5X4.5 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,10,"$1,505.62",$150.56
27-03-2025,6305217699,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT NEEDLE - SIZE 19.80X2.50 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,55,"$3,187.78",$57.96
27-03-2025,6305217698,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT CUP - SIZE 38.05X27.5 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,"50,000","$10,055.90",$0.20
27-03-2025,6305217697,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT - DT158 SIZE 57X152 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,100,$938.97,$9.39
27-03-2025,6305217696,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT - DT157 SIZE 52X147 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,264,"$2,110.53",$7.99
27-03-2025,6305217695,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT - DT109 SIZE 42X120 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,"1,000","$4,412.02",$4.41
27-03-2025,6305217694,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT - DT106GL SIZE 41.28X125.9 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,"1,000","$4,412.02",$4.41
27-03-2025,6305217693,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT - DT106 SIZE 41.28X125.9 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,"1,000","$4,412.02",$4.41
27-03-2025,6305217692,84836090,Machinery and Mechanical Appliances,UNIVERSAL JOINT - DT105GL SIZE 34.9X126 UNIVERSAL JOINT,INDIA,BGS EXIM,GRFL ICD/SAHNEWAL (INSGF6),UNITED KINGDOM,PERRYWORLD IMPEX PVT LIMITED,NINGBO,NOS,"1,000","$3,733.25",$3.73
27-03-2025,6305142951,73181600,Iron and Steel,09159-18003-000 NUT\UNIVERSAL JOINT (COMPONENTS AS CAPTIVECONSUMPTION\ FOR AUTOMOBILE)09159-18003-000 NUT\UNIVERSAL JOINT (COMPONENTS AS CAPTIVE,INDIA,MARUTI SUZUKI INDIA LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,SUZUKU MOTOR CORPORATION,SHIMIZU,NOS,"3,500","$1,146.82",$0.33
27-03-2025,6305221474,84831099,Machinery and Mechanical Appliances,COUPLING SHAFT ( PARTS OF CRANE) CARDEN SHAFT TRANSMISSION,INDIA,TIL LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED STATES,CORE OFFICE,LOUISVILLE,PCS,4,"$3,834.38",$958.60
26-03-2025,6303959208,82042000,Metals,UNIVERSAL JOINT3/8 SQUARE DRIVE 636220 3/8 UNIVERSAL JOINT3/8 SQUARE DRIVE,INDIA,HOFFMANN QUALITY TOOLS INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,HOFFMAN SUPPLY CHAIN GMBH,,NOS,3,$5.46,$1.82
26-03-2025,6303959200,82042000,Metals,CV UNIVERSAL JOINT 1/4 SQ/DR 633520 1/4 CV UNIVERSAL JOINT 1/4 SQ/DR,INDIA,HOFFMANN QUALITY TOOLS INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,HOFFMAN SUPPLY CHAIN GMBH,,NOS,1,$1.48,$1.48
26-03-2025,6304054135,84839000,Machinery and Mechanical Appliances,PARTS FOR THE MFG OF TEXTILE SPINNING M/C (RING/ROVING):(1-210.00.0149) UNIVERSAL JOINT 4XDIA17/41\0 (7 PCS)PARTS FOR THE MFG OF TEXTILE SPINNING M/C (RING/ROVING):(1-2,INDIA,SAURER TEXTILE SOLUTIONS PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,SAURER SPINNING SOLUTIONS GMBH AND CO KG,FRANKFURT AM MAIN,NOS,7,$100.60,$14.37
26-03-2025,6301617283,82055990,Metals,7766 3/8 UNIVERSAL JOINT (TOOLS),INDIA,SNAP ON TOOLS PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,SNA EUROPE -INTERNATIONAL,AMSTERDAM,NOS,1,$2.60,$2.61
25-03-2025,1807837212,87089900,Vehicles,TC222-18264 JOINT\UNIVERSAL SPARE PARTS FOR KUBOTA AGRICULTURAL MACHINERY,INDIA,ESCORTS KUBOTA LIMITED,JM FTZ SEZ/MANNUR (INCJJ6),JAPAN,KUBOTOA CORPORATION,TOKYO,PCS,1,$29.55,$29.55
25-03-2025,1807950073,90189029,Engineering,270903002 UNIVERSAL MOD STEM EXTRACTOR (INSTRUMENTS OF JOINTREPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)270903002 UNIVERSAL MOD STEM EXTRACTOR (INSTRUMENTS OF JOINT,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,CHICAGO,NOS,1,"$1,202.38","$1,202.38"
25-03-2025,6305298721,87089900,Vehicles,26111229360 UNIVERSAL JOINT AUTOMOBILE SPARE PARTS,INDIA,BMW INDIA PRIVATE LIMITED,PUNE-TALEGOAN ICD (INTLG6),GERMANY,BMW AG,HAMBURG,KGS,0.518,$67.33,$129.99
25-03-2025,6305517185,84799090,Machinery and Mechanical Appliances,CN4000819 AC UNIVERSAL JOINT (SPARES FOR CLEANING M/C),INDIA,IP CLEANING INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,TENNANT GAOMEIH EFEIENVIRONMENTAL TECHNOLOGY CO,SHANGHAI,PCS,10,$48.39,$4.84
24-03-2025,1808014944,90189029,Engineering,966520 SPECIALIST*2 UNIVERSAL HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENTS)(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,$93.30,$93.31
24-03-2025,1808007919,90189029,Engineering,259807460 UNIVERSAL STEM INSERT HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENT(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,$210.69,$210.69
24-03-2025,1807947472,90189029,Engineering,259807460 UNIVERSAL STEM INSERT HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENT(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,$210.69,$210.69
24-03-2025,1807936140,90189023,Engineering,257000000 SUMMIT UNIVERSAL BROACH HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENT(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,"$1,002.63","$1,002.64"
24-03-2025,1807927292,90189023,Engineering,257000000 SUMMIT UNIVERSAL BROACH HANDLE (INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HANDICAPPED PATIENT(INSTRUMENTS OF JOINT REPLACEMENT FOR SEVERELY PHYSICALLY HA,INDIA,JOHNSON AND JOHNSON LIMITED,ARSHIYA-SEZ/PANVEL (INPNV6),IRELAND,DEPUY IRELAND UC,BOSTON,NOS,1,"$1,002.63","$1,002.64"
24-03-2025,6305169042,73182910,Iron and Steel,CIRCLIP I-B-CVJ2502-032 11-30 BJ95U0D (CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS)CIRCLIP I-B-CVJ2502-032 11-30 BJ95U0D (CONSTANT VELOCITY UNI,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"4,000",$197.93,$0.05
24-03-2025,6305169041,73182910,Iron and Steel,CIRCLIP I-B-CVJ2502-030 11-5 BJ75U0D (CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS)CIRCLIP I-B-CVJ2502-030 11-5 BJ75U0D (CONSTANT VELOCITY UNIV,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"35,000",$825.88,$0.02
24-03-2025,6305281068,87085000,Vehicles,SNAP RING I-B-CVJ2502-023 12-6 BJ68U0D (CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS)SNAP RING I-B-CVJ2502-023 12-6 BJ68U0D (CONSTANT VELOCITY UN,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"1,000",$38.03,$0.04
24-03-2025,6305281047,87085000,Vehicles,CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 (CONSTANT VELOCITY UNIVERSAL JOINT PARTS) (FOR CARS)CASSETTE I-B-CVJ2502-011 EBJ87MK122-98*D803 (CONSTANT VELOCI,INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"10,520","$31,139.44",$2.96
