DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,DESTINATION PORT,BUYER,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT, QUANTITY , VALUE(USD) , UNIT PRICE ,Seller Group,Buyer Group,Spare / Unit / Others,Product,Model,Category,Type,Manufacturer,Relevancy,Buyer_Type,Seller_Type
18-02-2021,1131078304,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FLEECE PAD (GRITS 180*25MM) (QTY: 250 PCS X 3 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 825 , $ 55.03 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1132125531,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FLEECE PAD (GRITS 180*25MM) (QTY: 400 PCS X 3 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 ," $ 1,334 ", $ 47.63 ,,,,Steel Shot,,Other,,,,End Customer,
08-11-2021,1038659476,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FLEECE PAD (GRITS 180*25MM) (QTY: 400 PCS X 3 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  0 ," $ 1,466 ", $ 21.55 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1093861566,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FLEECE PAD (GRITS 180*25MM) (QTY: 700 PCS X 3 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  0 ," $ 2,473 ", $ 20.78 ,,,,Steel Shot,,Other,,,,End Customer,
10-04-2025,0234211289,94069090,Furniture,FLEXIBLE SILOS WITH PARTS / ACCESSORIES: 103086 SAT-FLEXIBLE SILO FOR RICE GRITS SILO 07FLEXIBLE SILOS WITH PARTS / ACCESSORIES:,INDIA,BOMBAY AIR CARGO (INBOM4),SOLIDS AND AUTOMATION TECHNOLOGIES,GERMANY,WALTER KRUS GMBH,FRANKFURT AM MAIN,NOS,  1 ," $ 7,069 "," $ 7,069.50 ",,,,Steel Shot,,Other,,,,Reseller,
10-04-2025,0234211290,94069090,Furniture,FLEXIBLE SILOS WITH PARTS / ACCESSORIES: 103240 SAT-FLEXIBLE SILO FOR CORN GRITS SILO 08FLEXIBLE SILOS WITH PARTS / ACCESSORIES:,INDIA,BOMBAY AIR CARGO (INBOM4),SOLIDS AND AUTOMATION TECHNOLOGIES,GERMANY,WALTER KRUS GMBH,FRANKFURT AM MAIN,NOS,  1 ," $ 7,163 "," $ 7,162.54 ",,,,Steel Shot,,Other,,,,Reseller,
12-12-2020,1.2122E+15,57032090,Textiles / Made ups /  Articles of textiles,FOC CARPET TILES ICE BREAKER GRITSTONE TILE ,INDIA,BANGLORE AIR CARGO (INBLR4),INTERFACEFLOR INDIA PRIVATE LIMITED,THAILAND,KAO INDUSTRIAL THAILAND COMPANY LIMITED,,MTR,  1 , $ 37 , $ 37.03 ,,,,Steel Shot,,Other,,,,Reseller,
22-03-2021,1045008354,84129090,Machinery and Mechanical Appliances,FOC ITEM :OLIN JGC25K 1.5PHR AXEL 6 PHR 3000 GRITS AI OH 3 (PARTS FOR WIND BLADE MANUFACTURING) ,INDIA,BANGLORE AIR CARGO (INBLR4),LM WIND POWER BLADES INDIA PRIVATE LIMITED,ITALY,NEWTRY CO. LTD.,JIANGMEN,NOS,  90 ," $ 1,098 ", $ 12.20 ,,,,Steel Shot,,Other,,,,Reseller,
23-11-2023,0219029025,32074000,"Pigments, Dyes and other colouring matter",FOC SHPT-SAMPLE OF RAW MATERIAL FOR MAKING CERAMIC TILE-GRITS (AS PER INVOICE & PACKINGLIST),INDIA,AHMEDABAD (INAMD4),SMALTICERAM INDIA PRIVATE LIMITED,INDONESIA,PT UNICER INDOASIA,JAKARTA,MTS,  0 , $ 27 , $ 1.00 ,,,,Steel Shot,,Other,,,,Reseller,
04-11-2020,0411202027225035,12081000,Vegetable Products,FOOD GRADE CHEMICALS FULL FAT GRITS (LAB TESTING PURPOSE) ,INDIA,BOMBAY AIR CARGO (INBOM4),SONIC BIOCHEM EXTRACTIONS LIMITED,MALAYSIA,PRIMA INTER CHEM SDN BHD,,MTS,  0 , $ 69 , $ 457.18 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466403,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPBLACK (QTY 400 PCS) (PRODUCT CODE 30000) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,FINLAND,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466400,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPBLUE (QTY 400 PCS) (PRODUCT CODE 30001) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,TAIWAN,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466404,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPGREEN (QTY 400 PCS) (PRODUCT CODE 30005) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,FINLAND,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466399,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPORANGE (QTY 400 PCS) (PRODUCT CODE 30003) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,TAIWAN,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466405,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPRED (QTY 400 PCS) (PRODUCT CODE 30004) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,FINLAND,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466398,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPWHITE (QTY 400 PCS) (PRODUCT CODE 30006) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,IRELAND,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
02-01-2020,02012020466402,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FOR HOLDING POLISHING GRITS UNDER THE MACHINE - CONCRIA CLIPYELLOW (QTY 400 PCS) (PRODUCT CODE 30002) ,INDIA,BOMBAY AIR CARGO (INBOM4),CONCRIA FLOOR SOLUTIONS PRIVATE LIMITED,FINLAND,CONCRIA OY,,PCS,  400 , $ 199 , $ 0.50 ,,,,Steel Shot,,Other,,,,Reseller,
04-02-2021,1126383655,39269099,Plastics,FRANKFURT ABRASIVE FOR ARTIFICAL MARBLE (HIGH FIBER FLEXIBLE) (GRITS 1000#) (7200 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 ," $ 15,716 ", $ 44.90 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1124364344,39269099,Plastics,FRANKFURT ABRASIVE FOR ARTIFICAL MARBLE (HIGH FIBER FLEXIBLE) (GRITS 3000#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 ," $ 7,858 ", $ 44.90 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1261099386,39269099,Plastics,FRANKFURT ABRASIVE FOR ARTIFICAL MARBLE (HIGH FIBER FLEXIBLE) (GRITS 6000#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 ," $ 7,858 ", $ 44.90 ,,,,Steel Shot,,Other,,,,End Customer,
27-01-2020,270120202509060,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE ( GRITS 46#) (3600PCS) ,INDIA,ICD TUMB (INSAJ6),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,,MTS,  2 ," $ 1,536 ", $ 0.70 ,,,,Steel Shot,,Other,,,,End Customer,
26-05-2022,1098729882,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS- 120# PCS- 3600) ,INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  2 ," $ 1,901 ", $ 0.88 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1513333583,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (3600PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  2 ," $ 1,572 ", $ 0.73 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958520,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY :1080 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 554 , $ 0.84 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539257,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY :2880 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  2 ," $ 1,489 ", $ 0.80 ,,,,Steel Shot,,Other,,,,End Customer,
10-10-2023,9457038522,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY :360 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 188 , $ 0.86 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588319,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY :720 PCS X 0.395 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 296 , $ 0.67 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1041023308,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY :720 PCS X 0.495 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 412 , $ 0.94 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1019468998,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY:1080 PCS X 0.45 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 , $ 572 , $ 0.89 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1087433601,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY:180 PCS X 0.42 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 83 , $ 0.77 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1097271198,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 120#) (QTY:720 PCS X 0.42 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 336 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588313,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY :1080 PCS X 0.395 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 444 , $ 0.67 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958518,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY :1080 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 554 , $ 0.84 ,,,,Steel Shot,,Other,,,,End Customer,
10-10-2023,9457038513,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY :360 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 188 , $ 0.86 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539593,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY :3600 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  2 ," $ 1,861 ", $ 0.80 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1049578044,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY :720 PCS X 0.495 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 412 , $ 0.94 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1130448001,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY:1080 PCS X 0.45 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 , $ 572 , $ 0.89 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1059785379,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY:180 PCS X 0.42 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 83 , $ 0.77 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1033240996,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 180#) (QTY:720 PCS X 0.42 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 336 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588320,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY :1080 PCS X 0.395 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 444 , $ 0.67 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958519,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY :360 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 185 , $ 0.84 ,,,,Steel Shot,,Other,,,,End Customer,
10-10-2023,9457038524,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY :360 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 188 , $ 0.86 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539597,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY :3600 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  2 ," $ 1,861 ", $ 0.80 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1035140639,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY :720 PCS X 0.495 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 412 , $ 0.94 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1544262583,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY:180 PCS X 0.42 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 83 , $ 0.77 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1124253727,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY:360 PCS X 0.42 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 168 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1065305498,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 220#) (QTY:900 PCS X 0.45 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 , $ 477 , $ 0.89 ,,,,Steel Shot,,Other,,,,End Customer,
01-07-2023,3751042816,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS- 24# PCS-1800),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 971 , $ 0.88 ,,,,Steel Shot,,Other,,,,End Customer,
18-04-2024,2774978474,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS- 24# PCS-1800)(AEO CERTIFICATE NUMBER -INAADCC3249H2F249 AEO TIER ROLE,INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,,MTS,  1 , $ 921 , $ 0.80 ,,,,Steel Shot,,Other,,,,End Customer,
19-01-2019,190120192644280,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 24#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,N/A,,MTS,  2 ," $ 1,519 ", $ 0.68 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1224914333,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 24#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  2 ," $ 1,572 ", $ 0.70 ,,,,Steel Shot,,Other,,,,End Customer,
19-01-2019,190120192644280,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 320#) (3600PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,N/A,,MTS,  2 ," $ 1,519 ", $ 0.68 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588327,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 320#) (QTY :720 PCS X 0.395 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 296 , $ 0.67 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539599,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 320#) (QTY :720 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  0 , $ 372 , $ 0.80 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1132770275,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 320#) (QTY:720 PCS X 0.42 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 336 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
27-01-2020,270120202509060,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 36#) (3600 PCS ) ,INDIA,ICD TUMB (INSAJ6),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,,MTS,  2 ," $ 1,536 ", $ 0.68 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1076812684,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 36#) (QTY :180 PCS X 0.44 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 91 , $ 0.83 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588314,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 36#) (QTY :360 PCS X 0.340 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 127 , $ 0.58 ,,,,Steel Shot,,Other,,,,End Customer,
